"UrbanRural","Income","Race","Expenditure","KidsCount"
1,43200,1,1946.25,0
1,26448,1,2384.3333,0
1,55000,1,4672,2
1,100140,1,3713.3333,0
1,32000,1,2521.3333,1
1,113600,1,6882.25,0
1,77000,1,7192.3833,0
1,60000,1,2272.5,1
1,41469,6,4025.4167,2
1,19974,1,1210,0
1,150000,1,7927.5833,4
1,68000,1,4220.95,1
1,59000,1,4227.1667,0
1,113188,1,19734.2333,0
1,125826,1,6003.2833,0
2,100000,1,2038.5,2
1,75000,1,6448.1667,2
1,65000,1,3498.6667,0
1,41222,2,4139.4667,0
1,29194,1,2127,0
1,36495,2,2055.9167,0
1,181500,1,19194.4167,1
1,187130,1,3746.3333,0
1,45150,1,14511.3333,0
1,1626,1,2745.6667,0
1,35000,1,3106.5,1
2,20111,1,1831,0
1,49854,1,1776.3333,0
1,34134,1,1593,0
1,46800,1,4025.55,1
1,53500,1,3000.4666,0
1,96000,2,3611.6667,1
1,100000,1,6404.6666,0
1,20000,4,2712.1667,0
1,4800,1,532.25,0
1,3500,1,1771.6667,0
1,35583,1,4646,0
1,354384,1,16020.5944,1
1,37440,1,3509.3334,0
1,100000,1,6333.8666,1
1,32000,1,4667.4277,0
1,86000,4,6496.7167,0
1,42733,1,2382.2334,0
1,143030,1,8918.0834,0
1,175800,1,4785.9166,0
1,34800,1,2076,0
1,90045,1,4990.75,0
1,92500,4,3532.5,0
1,11000,1,3796.1667,0
1,6000,5,1196,2
1,443084,1,6580.5833,1
1,209500,1,5064,0
1,12000,1,1328.8834,0
1,66020,2,4480.8333,2
1,44052,1,22049.3333,0
1,52518,1,7295,0
1,42025,1,1636.0833,0
2,120000,1,4524.0833,2
1,98800,6,7005.9,1
1,25626,2,1842.9,0
1,155000,1,2696.0944,0
1,35000,1,1252.1667,0
1,113900,1,7978.75,2
1,17000,1,3127.8,0
1,119968,1,3078.3334,0
1,39744,1,2222.3333,1
2,56352,1,1870.3333,0
1,199000,1,7985.6667,1
1,39200,1,2864,0
1,488584,1,8616.261,2
1,20303,1,1932.6667,0
1,23826,2,1964.6667,0
2,125000,1,15088.25,0
1,31172,1,5257.6667,0
1,84000,1,3523.5833,0
1,65000,1,3411.4167,2
1,90000,1,2278.0833,0
1,70000,2,2802.9166,0
2,31000,1,3987,2
1,343084,1,2925.7611,0
1,7271,4,8076.7492,2
1,14395,1,3691,0
1,36000,1,3279.3333,3
2,1626,1,2550.9334,0
1,22000,2,2065.1667,0
1,96600,1,5605.0833,1
1,12804,1,841.3333,0
1,53652,1,1947.3333,0
1,73826,1,3365.6666,0
1,123770,2,3535.4167,0
1,35000,1,4812.15,0
1,40600,1,3487.25,3
1,76400,1,2917.4166,0
1,14000,1,3813.5833,0
1,187400,1,16335.511,0
1,14524,1,1940.3333,0
2,1626,1,1720.3333,0
1,40799,1,3895.6667,1
1,21594,1,3024.4,0
1,41000,1,2748.4167,2
1,133600,1,5670.7166,0
1,150000,1,3696.6333,0
1,70422,4,5371.6166,1
2,35000,3,1179.8334,0
1,36000,1,2722.9666,1
1,30200,1,3277.9167,0
1,157900,1,6816.0944,0
1,185186,6,8870.5944,1
1,160200,1,6999,0
1,10626,1,948.6667,0
1,78000,4,3606.25,3
2,7000,2,1960.45,3
1,29175,1,5958.3333,0
1,59900,1,5380.1666,3
1,134000,1,6512.5833,0
1,155000,1,8441.1667,2
2,129030,1,3363.3333,0
1,3252,1,5056.95,0
1,112982,1,5411.6667,0
1,63000,1,3293.6667,0
1,15000,1,599,0
1,63430,1,4758.0833,0
1,64900,1,6749.8333,0
1,3104,1,938,0
1,65306,1,3986,0
1,110000,2,6717.5666,0
1,38000,1,1697.25,0
1,39143,1,2734.05,0
1,1626,1,2485.4667,0
1,112483,1,4967.15,0
1,57200,1,4586.3334,0
1,3000,1,2683.2834,0
1,109800,1,8378.8333,0
1,17000,2,1635.8,0
1,130500,1,8850.5,2
1,58650,1,6732.4167,2
1,6000,1,1220.5833,1
1,68496,1,3307.25,0
1,30000,2,1543.9167,0
1,104146,1,5562.9167,0
1,45000,1,5096.1,3
1,6722,1,1268.25,0
1,55010,1,3309.3334,0
1,354784,1,8601.9278,2
2,10044,1,1730.3,0
1,439406,1,15345.3444,1
1,150000,1,7903.4277,1
1,8934,1,3125,0
1,3166,1,1175,0
1,17298,1,1747.8333,0
1,37000,2,1578.5,0
1,38812,1,1371.5,0
1,111000,1,16679.9278,0
1,52000,6,4321.5,0
1,43000,1,3364.7,2
1,63032,1,3236.25,0
1,41000,1,5778.0833,2
1,146200,1,6373.0334,0
1,30000,1,2882.9167,0
1,33461,1,2816.3333,1
1,150,1,7680.6667,0
1,1626,1,1689,0
1,86000,1,3797.85,2
1,45000,2,2485.9167,0
1,162200,1,7908.6667,3
1,52612,1,8030.6667,0
2,85000,1,14544.25,0
1,9900,1,3838.4166,0
1,26674,1,2749.5,0
1,173000,1,5806.9167,1
1,41000,1,3011.4167,0
1,106589,6,5205.75,0
1,423085,1,18593.9278,4
1,1360,1,3928,0
1,52200,1,2090.3333,0
1,66852,1,25110.3333,0
2,388,1,99.6667,0
1,23405,1,4112.25,4
1,22050,1,1680.5,0
1,113000,1,3737.6333,0
1,11226,1,1263.6667,0
1,133852,1,9940.9166,1
1,56136,1,1708.3333,0
1,36546,1,4006,0
1,120000,1,4773.5944,0
1,58000,2,2748.4167,0
1,1239,1,839.3333,0
1,68292,1,2707.25,0
1,34000,4,2906.7667,3
1,78000,4,19289,0
1,1600,1,2659.7166,0
1,150700,1,6920.9167,2
1,4000,1,960,0
1,20,4,11846.0826,0
1,34000,1,2309.65,1
1,348084,4,32829.7611,0
1,13218,1,4057.3333,0
1,76000,2,4748.0834,0
1,104000,1,3690.75,0
1,69000,1,2895.25,0
1,19800,5,1305.6667,0
1,41382,1,6705,0
1,85400,1,5544,0
1,74386,1,6554.3333,0
1,23942,1,2410.6667,0
1,300000,1,12119.0111,0
1,38600,1,1436.2667,0
1,24414,1,2670.6667,0
1,25000,1,4056.0833,2
1,74786,2,4223,0
1,200000,1,6195.0944,0
1,21267,2,1543,0
1,113000,2,3405.35,1
1,149300,1,8994,0
1,46200,1,2787.25,0
1,56762,1,1038.8334,0
1,43524,1,3488.6667,0
1,290000,1,10715,2
1,6270,6,2268,3
1,183000,1,6941.3334,0
1,72801,2,5458.75,0
2,21762,1,2026.3333,0
1,30012,1,2141.3333,0
1,380710,2,4395.0944,0
1,18942,1,2379.6667,2
1,43000,1,7477.4667,0
1,10000,1,11741.177,0
1,49000,1,3073.55,0
1,87940,1,4341.5167,0
1,86000,2,4418.1,2
1,14114,1,2010.3333,0
1,20000,1,3056.3333,0
1,52196,1,3368,0
1,7200,1,4769.9167,0
1,43626,1,4574,0
1,160000,1,8439.75,0
2,13722,1,1884.6667,0
2,83986,1,7033.75,0
1,76000,1,3004.0834,0
2,27840,1,2703.4834,0
1,62000,1,3847.25,3
1,198000,1,10668,1
1,66000,1,2982.75,0
1,60300,1,6100.8333,4
1,19200,1,963.1666,3
1,79600,1,3662.9166,0
1,140200,1,7675.6834,0
2,98002,1,5740.3,2
1,150200,1,16411.7611,0
1,267999,1,6945.3333,0
1,301080,1,37556.5664,2
1,37216,1,13010,0
1,52000,1,5926,0
1,17800,4,6065.75,0
1,50996,1,13315.25,1
1,74005,1,13203.5499,1
2,11148,1,6742,0
1,41460,1,8259.2831,0
1,23000,1,10070.0001,2
1,13998,2,3849,0
1,2304,1,361,0
1,47000,1,13149.3001,3
2,41426,1,10915.25,0
1,30000,1,9241.5999,0
1,18970,1,8855,0
1,21600,6,4051,0
1,29000,1,6511.7501,0
1,19000,1,5654.0001,2
1,100000,1,23127.8501,0
1,37774,1,8496.75,0
1,162663,1,27892,0
1,54326,1,8965,0
1,83000,1,12108.5001,0
1,69651,1,4822.75,0
1,31866,1,7160.7501,0
1,33252,1,6898,0
1,150000,1,13807.6832,1
1,28600,2,7726.6001,0
1,110000,1,20464.2501,0
1,218000,1,38594.033,0
1,43500,1,14317.9999,1
1,27000,1,7951.5001,0
1,27980,1,4869.9999,0
1,8152,1,1457.5999,0
1,78026,1,13710.25,0
1,21762,1,2594,0
1,60500,1,16418,4
1,34000,1,8718.2,1
1,24434,1,13467,0
1,26052,1,8610.25,0
1,44780,1,12318.2501,0
1,15168,2,11176.2999,1
1,153000,1,23225.2501,1
1,17202,2,2463.7501,0
1,83120,5,7453.0001,1
1,9400,1,8352.6499,2
2,38152,1,14367,0
1,83000,1,17672.5,0
1,54166,1,9365.5002,0
1,27332,1,7358.5001,0
1,5661,2,4179,2
1,95452,1,13274,0
1,83569,1,36756,0
1,110000,1,25732,2
1,139000,1,16075.5001,1
2,19000,1,12085.5,0
2,400,1,3059.75,0
1,134322,1,12940.5001,0
1,14938,1,13777.9001,0
1,2000,1,4799.5499,0
1,7000,1,11928.8333,2
1,471252,4,27002.8164,1
1,23400,1,3912.7501,0
1,31626,1,10724,0
1,122000,1,27796.5,0
1,40000,1,26365.2832,0
1,58000,1,7068,0
1,188200,1,23610.25,0
1,55240,2,3349.6,1
1,14574,1,3606,0
1,150000,1,18160,1
1,230,2,2644.5,0
1,70186,1,13705.4999,0
1,30000,2,4470.7999,0
1,162000,1,27687.5499,2
1,136408,1,26007.2501,0
1,38600,1,10684,6
1,17958,1,4168,0
1,130426,1,40512.5332,0
1,178000,1,25624.25,2
1,100000,1,27665.7999,1
1,37320,1,10889,0
1,756,2,9596.1,2
1,70801,1,14094.7501,0
1,20546,1,6211,0
1,42000,1,11677.25,2
1,10116,1,3435,0
1,11418,1,4586.4999,2
2,83252,1,12109,0
1,230600,1,23873.0001,2
1,63000,1,9979.0001,0
2,2000,1,7312.6499,0
1,130200,1,14868.25,0
1,37000,1,12736.7501,0
1,206000,1,27029.7832,0
2,2080,1,4780,0
1,184000,1,30419.2499,0
1,130000,6,16702.7833,0
1,39744,1,9574,0
1,40800,1,6716,0
1,80000,1,7479,0
1,171201,1,27053.6333,1
2,32186,3,10276,0
1,53252,1,22222,0
1,53017,2,13759.5001,0
1,24562,1,14322.2499,0
1,50706,1,8905.5001,0
1,100000,1,23935.7499,0
1,3456,1,5958,0
1,21770,1,5741,0
1,107200,4,13498.5001,0
1,24526,1,38112,0
1,65000,1,13474.2501,3
1,65400,1,15714.5,0
1,686267,1,53214.7833,2
1,22071,1,4009.5001,0
1,8076,1,1834.5,0
1,1860,2,2853,0
1,203186,1,36692.1999,0
1,70000,1,20074.9999,0
1,364510,1,20247.2499,0
1,193000,4,38294.2331,0
1,45000,2,9231.7501,0
1,53000,1,10450.7501,0
1,110800,6,23198.9998,2
1,107000,1,10567.2001,0
1,150800,1,35912.7501,0
1,11900,1,14084.4999,1
1,10015,1,5678,0
1,50000,1,16976.4999,2
1,189000,1,21670.6498,0
1,10000,1,6632.25,0
1,381484,1,57067.2832,2
1,1400,1,2100.7501,0
1,94000,1,13940.9997,0
1,224000,1,30281.25,0
1,105050,1,10307.5,0
1,11226,1,14735.9,2
1,93526,1,13667.25,0
1,343284,1,31387.2833,0
1,18000,1,7762.75,2
1,16866,1,2744.5,0
1,145778,1,29469.2499,2
1,31600,1,10150.75,2
1,181430,1,13473.1999,0
1,25000,1,5008.2501,0
1,2691,1,717.5001,0
1,95000,1,11797.0001,0
1,40000,1,11764.2499,0
1,140000,1,20034.5501,1
1,17000,1,2250.0999,0
1,47550,1,7423,0
1,26196,1,23112.3999,0
1,64000,1,4305,0
2,41652,1,19746.5,0
1,73100,1,11726.7499,3
1,74492,2,12769.4998,3
2,40180,1,10844,0
1,26191,2,6536.0001,3
1,9000,1,9181.2501,1
1,68000,1,19935.4001,0
1,14000,2,3907.75,0
1,54000,1,11528.75,2
1,112752,1,11150,0
1,216500,1,22883.0001,2
1,9499,1,5841,0
1,1626,2,7382.25,0
1,28275,1,5854.25,1
2,74800,1,18877.7501,1
1,26970,1,9076,0
2,39672,1,9813,0
1,48526,1,4381,0
2,31572,1,6864.5,0
1,61800,1,8727,0
1,150000,1,22025.5,0
1,206040,1,21913.75,0
1,130225,1,15356.3502,0
1,102946,1,19136.0001,3
1,82000,1,12455.8501,0
1,32052,1,9833,0
1,105050,1,15095.2501,0
1,213000,2,19472.8001,1
1,42010,2,10358.5,1
1,82350,1,28599.4999,0
1,38000,1,6244.75,0
1,77000,1,9308.7501,2
1,2000,1,29356.0999,1
1,155200,6,16596.65,0
1,150000,1,12976.2501,0
1,205000,1,24697.4998,2
1,31500,1,7969.4999,2
1,12952,1,6977,0
2,38264,1,8371.0001,0
1,102450,1,10632.75,0
1,150025,1,28611.9999,1
1,15861,2,6990,2
1,103250,1,17120.4999,1
1,24798,1,23242,0
1,2400,1,3464,0
1,51000,1,14037.25,3
1,68181,1,6089.5,0
1,66000,1,15118,3
1,23958,1,6056.75,1
1,46000,1,8037.7499,0
1,184000,1,23668.25,0
1,143000,1,23986.1333,1
1,97213,1,13822.9999,0
1,2341,2,3099.6001,0
1,3252,1,14178.25,0
1,68052,2,13094,0
2,1900,1,8521.2499,0
1,82000,1,12701.95,0
1,132000,1,19725.2502,3
1,60007,1,9285.6499,0
1,96546,1,13695.9,0
1,94000,1,14071.75,1
1,69200,1,11631.0001,0
1,104000,1,17011.9999,0
1,62436,1,34014.5309,0
1,36000,1,10184.0002,0
1,30000,2,5020.1999,0
1,2087,1,4806.9999,1
1,29000,2,5919.7501,0
1,90932,1,17336.2501,0
1,30000,4,10545.25,1
1,81000,1,25323.0333,0
1,76304,1,44958.4999,0
1,34000,1,8691.25,2
1,26732,1,4872,2
1,129000,1,17280.5001,1
1,66000,1,14060.25,0
1,160200,1,11684,1
1,10960,4,9783.4999,2
1,52000,2,8010.5,0
1,77000,1,12317.4499,0
1,46000,1,8226.2832,0
1,22000,2,5480.75,0
1,34556,1,6448,0
1,95000,1,9856.0001,0
1,28050,1,5726,5
1,150000,1,15325.7501,2
1,33000,1,15463.9331,0
1,21612,1,5844,0
1,30326,1,17104.3999,0
1,443484,1,69696.2331,1
1,47655,6,10937.25,0
1,18626,1,8634,0
1,358084,1,22400.2833,0
1,43698,1,8142.25,0
1,433084,1,25235.0333,0
1,48020,2,16127.2499,3
2,36226,1,3707.7501,0
1,68112,1,7707.2499,0
1,123226,2,7792.8999,0
1,959562,1,32364.5332,0
1,118000,1,7714.95,4
1,43581,1,10905,0
1,118000,1,14501.7499,0
1,20826,1,10680,0
1,76026,1,9240.8,0
1,134000,1,10246.75,0
1,67000,1,10907.5001,2
1,80000,1,15514.0999,0
1,47000,1,12668.0001,2
1,3060,1,7638,0
1,20000,1,5890,0
1,88000,1,20908,0
1,343284,4,47083.2832,2
1,11238,1,2307,0
1,155000,1,22669.5001,1
1,14364,2,5527.5,0
1,31786,1,7499.4999,0
1,686167,1,71895.9671,3
1,15786,1,3982,0
1,464710,1,48309.5,0
1,150000,1,42562.2832,2
2,50000,1,8979.25,0
1,12482,1,3488,1
2,3826,2,8820,0
1,35000,1,7334.5001,0
2,14123,1,4440,2
1,32000,1,11914.5499,2
1,15000,2,5501.0001,1
1,3950,1,12118.5001,2
1,38106,1,4486,0
1,300,1,4147.9999,0
1,138200,1,19814.25,1
1,85132,1,8207.0001,0
2,45004,1,30957.7501,0
1,11856,1,6120,0
1,3252,1,5416,0
1,31732,1,5475,0
1,70000,1,15557.75,2
1,53933,1,27987.2475,0
1,140030,1,38504.5664,2
1,71840,1,11127.1501,2
2,40551,1,4114.4999,0
1,75000,4,16855,2
1,146800,1,35792,3
1,220000,1,39917,1
1,433084,1,35248.2171,0
1,37200,1,10229.4,0
1,66875,1,9762.2499,0
1,77020,1,9835.75,0
1,70000,1,13990.75,2
2,6690,1,4033,0
1,25000,1,16133.2501,0
1,120100,2,13263.9998,0
1,60000,1,11175.7499,1
2,20045,1,2895,0
1,110000,1,9175.9999,0
1,123950,4,21069.1501,0
1,26706,1,6526.25,5
1,344020,1,70614.9664,0
1,45600,1,7557,3
1,18840,1,6893,0
1,49000,2,12573.2501,2
1,64000,1,11230,0
1,152200,1,26489.2832,1
1,17926,1,8318,0
1,11500,1,20761,0
1,177000,4,19742.5,0
1,105752,1,26156,0
1,87720,2,13463.0001,0
1,1084,1,5011.2999,0
1,100000,1,21669.5,2
1,82236,1,29740,0
1,4800,6,6653.5501,1
2,169360,1,16457.0499,1
1,60000,1,17320.5,0
1,76626,1,15175.6,0
1,37626,1,48285,0
1,110122,1,13541,0
1,13440,4,11747.6,0
1,141085,1,26117.7499,3
1,104000,1,19189.5,2
1,84052,2,13225,0
1,130000,1,13911.25,2
1,17934,1,4962,0
1,54100,1,13698.7501,0
1,78000,1,8054.8,0
1,756,4,9330.4998,0
2,55000,1,9979.0001,1
1,2035,1,7081,1
1,54000,1,12344.5,1
1,185000,4,7719.2501,1
1,18626,1,8604,0
1,17331,1,4388,0
1,86000,2,11776.75,3
1,61323,5,46596.0001,0
1,65000,1,12626.3,0
1,48200,1,15614.0001,0
1,195000,1,30733.9998,0
1,40026,1,3389,0
1,194810,1,21156.0001,0
1,93600,1,10602,0
1,69200,4,7624.7501,0
1,163526,1,18436.7499,0
1,125000,4,16818.7501,0
1,25000,2,6106.2501,0
1,160000,1,10655.2832,1
1,23623,1,16569.5999,0
1,47355,1,33738.3001,0
1,197000,1,26841.2333,2
1,132000,1,14352.5,0
1,65000,1,18871.6501,0
1,60000,1,8855,0
1,1838,1,2713,0
1,155000,1,12881.5001,0
1,42997,6,31513,0
2,68026,1,13946.0001,0
1,102829,1,3745,0
1,71000,1,8229.0001,0
1,142200,1,17671.7501,2
1,70426,1,40267.25,0
1,22271,2,11487,0
1,60000,2,17342.7501,1
1,60001,4,10674.5,0
1,45900,2,11102.8999,0
1,30000,1,10998.25,1
1,15114,1,2992,0
1,43000,2,13772.65,0
1,7806,2,2641,0
1,17293,1,5177,0
1,23606,1,5995.75,0
1,22000,1,7040.75,0
1,34346,1,19478.2477,0
1,155000,2,36276.6999,1
1,52030,1,9516.5,0
1,69045,1,7482.5,0
2,24516,1,9605,0
1,199000,1,40313.0001,0
1,20000,6,7745.5,1
1,58000,1,11753.25,0
1,23035,1,6768,1
1,343284,1,73449.0332,2
1,45720,2,4472,0
2,225000,1,22521.6833,0
1,5798,1,4109.9999,1
1,64960,1,10979,2
1,16878,1,4333,0
1,700,1,6288,0
1,286000,2,52709.5333,0
1,81222,1,16269.9501,0
1,52800,1,7677,2
1,22218,1,5680,0
1,1746,4,5443,0
1,106006,1,32295.25,1
1,355310,1,44623.75,4
1,29106,1,5295.3333,0
1,111700,1,7531.7999,0
2,36000,1,6250.1333,0
1,475,1,1168,0
2,2304,1,3245.3333,0
1,111000,4,9715.3334,2
1,32552,1,9619.3222,0
1,45000,1,4177.8334,0
1,20824,1,3902,0
1,16440,1,10983.1001,0
1,17808,1,3926.2334,3
1,160000,4,14607.5221,3
1,76000,1,13957,0
1,80000,1,18201.8555,4
1,5728,1,4496.3333,0
1,30808,1,7355,0
1,1626,1,16684.9333,1
1,60000,1,10010,2
1,62101,1,6754.3333,0
1,25592,1,10665.6667,0
1,29220,1,4557.3333,0
1,37826,4,2768,0
1,120000,1,43628.6667,2
1,22068,1,2107.3333,0
1,15012,1,1667.6667,0
2,86052,1,8248,0
1,48000,1,12210.5,5
1,250060,1,45537.0221,1
1,86152,1,13344.8333,0
1,23930,2,6280.3999,2
1,100171,1,13737.5334,0
1,21666,1,3560.3333,0
1,7804,1,4799.1667,1
1,69200,2,8206.6667,0
1,99000,1,11486.7667,2
2,12294,1,1492.1666,0
1,38235,2,5537.6667,0
1,24906,1,3064.6667,0
1,55200,1,8509.6333,0
1,82000,4,12673,2
1,37400,1,3627,0
1,24000,1,4139.3333,0
1,50000,1,10368.8667,0
1,144000,1,14310.5,0
1,68801,1,3449.6667,0
1,95208,1,8865.6667,0
1,8125,1,6136.9333,1
1,156800,1,18918.1666,0
1,44160,1,5923.3334,0
1,4454,2,4832,0
1,84074,1,14152.6667,1
1,77520,1,7799.1667,1
1,37626,1,3720.9334,0
1,104000,1,14078.8333,0
1,48953,1,28791.4667,0
1,54080,1,5400.8333,1
1,53102,1,7709,0
1,58488,2,8618.5,1
1,13874,1,2275.3333,0
1,108000,1,8142.3333,0
1,16026,1,8704.6667,0
2,10908,1,2705.6667,0
1,68000,1,6690.7666,1
1,4328,1,2238.0667,0
1,48000,2,6485.3333,0
2,280,1,2801.5,0
1,57132,1,8740.2334,2
1,92000,1,14980.5,0
1,1626,1,5925,0
1,60000,2,2703,0
1,18294,2,4522.6667,0
1,38000,2,5062.0334,2
1,122332,1,12522.6667,0
1,32994,1,6168.4999,0
1,20370,1,3395,0
1,14300,1,8123.7334,0
1,37136,1,8606.1667,0
2,33000,1,3447.7333,0
1,179000,1,19313.0001,3
1,343084,1,23673.1888,3
1,73000,2,11067.1667,0
1,100000,1,10088.3333,2
1,125012,1,10084.3333,0
1,8820,2,5053,3
1,720,2,1227,0
1,114000,4,9859.4999,2
1,60000,1,8080.6667,0
1,17874,1,3505.3333,0
1,17622,4,3492.6667,0
1,49772,1,11927.6667,0
1,55000,1,5038.5667,0
1,67576,1,6893,0
1,131433,1,13482.6667,0
1,31460,1,6918.3334,2
1,12660,1,2555.6667,0
1,161640,1,21552.1667,3
1,12000,1,1058,0
1,62500,1,6144.6667,1
1,110000,1,13614.1667,1
2,49200,1,13277.1667,3
1,14376,1,2457,0
1,20426,1,2908.3333,0
1,77000,1,11731.8334,0
1,100000,1,10224.1999,0
1,39012,1,4995.3333,0
1,63542,1,8576.8333,0
1,18552,1,3814.5001,0
1,60000,1,6601,1
1,160000,1,12923.8333,0
1,37000,1,9460.0667,0
1,15600,1,1895.5001,0
1,127256,2,12273.0999,0
1,12000,1,6818.8333,0
1,145600,1,14947.6667,2
1,162749,1,16055.3333,0
1,353084,5,17281.3113,1
1,27000,1,4067.0001,0
1,29253,1,2959.6667,0
1,24000,1,4061.0334,0
1,164800,1,11012,0
1,72000,1,9980.6667,0
1,46600,1,2880.1001,1
1,45000,4,7252.8334,0
1,100000,1,10756.1667,1
1,25482,1,2666.6667,0
1,16506,1,2959,0
1,280,1,7693.7333,0
1,16026,1,3621.6667,0
1,2500,1,6408.4,2
2,62994,1,8114.1667,0
1,416284,1,16839.1667,0
1,3500,1,3130.3333,0
1,37370,1,13658.5001,0
1,35652,1,4002,0
1,41291,4,6043.0667,0
1,198000,3,22473.1667,1
1,6875,1,19639.8555,0
1,17320,1,3738.8333,2
2,53072,1,16485.8333,0
2,465,1,3407.8,0
1,56000,2,17442,0
1,395479,1,44509.8554,0
1,17000,1,11353.9334,1
1,16062,1,2254.6667,0
1,16026,1,2928,0
1,48000,1,7867.3333,0
2,30000,1,7724.5,0
1,53095,1,8163,0
1,47070,1,3636.3333,0
1,31700,1,5070.8333,0
1,132540,1,16568.3333,1
1,2800,1,10954,0
1,101300,1,9665,0
1,68016,1,7534.3335,1
1,44346,1,10420,0
1,113000,2,9971.1333,1
1,162000,1,16294.7555,0
1,30000,1,26069.8333,0
1,57700,1,6472.4999,0
2,15549,1,4385.3,0
1,42426,1,5579.3334,0
1,48980,1,8023.9999,0
1,50000,1,5955.1666,0
1,46862,1,11751.3333,0
1,185600,1,21999.9557,0
1,300200,1,15630.7109,2
1,34586,1,7131.5,0
1,72852,1,3789,0
1,3500,1,8337.4667,0
1,105159,1,28172,0
1,79000,1,29783.9,0
1,462334,4,25583.0221,1
1,84084,1,6092,0
1,179700,1,17116.3334,0
1,16380,2,4016.8667,1
2,37352,1,10405.3333,0
1,62826,4,2305.8333,0
1,3891,1,6906.3333,0
1,75652,1,7372.3333,0
1,51876,1,5709.6666,0
1,139000,1,16212.1667,1
1,374284,1,23711.6666,0
1,62200,1,5503,0
1,99000,1,8811.0333,0
2,3646,1,6507.3333,0
1,1009,1,1889,0
1,17062,5,1938.3333,0
1,40000,1,14542.5222,0
1,144956,1,16454.3334,0
2,16590,1,3861.4999,0
1,20800,4,4639.4999,0
1,8848,1,1654,0
1,3722,2,1759.0001,0
1,86852,1,7664.6667,0
1,125000,4,18943.8334,3
1,4284,2,3174.3333,1
1,15000,1,3237.6667,0
2,15000,1,7051.5,2
1,45000,1,12303.6668,2
1,32236,1,4739,0
1,35336,2,4802.8333,2
1,118000,6,15565.7334,1
1,107500,1,11262.4335,3
1,122000,1,9524.8334,0
1,41000,1,2977.5001,0
1,30800,1,7595.9999,0
1,90010,1,7474.5,0
1,9292,1,2287.3999,1
1,180200,1,13261.5,0
1,96960,1,9513.3334,4
1,40300,1,4421.6667,0
1,99000,1,9696.0001,2
1,27466,1,3441,0
1,75252,1,7832.6667,0
1,18574,2,4571.3333,0
1,40417,1,7431.3333,0
1,42350,1,4048.6667,0
1,90000,1,9224.3333,0
1,3000,1,14365.9985,0
1,68500,1,7318.1667,1
1,10400,1,5422.3333,2
1,75000,1,4507.0001,0
1,18966,1,3814,0
1,41241,1,13332.3333,0
1,281200,1,20677.3668,0
1,90280,1,8894,0
1,236000,5,25424.1652,0
1,9680,1,3703.0333,5
1,35524,1,6599.6667,0
1,70000,2,9492.8667,1
1,254800,1,20494.1666,0
1,90200,2,9080.8333,1
1,76000,1,8536.6667,0
1,133728,2,20247.8333,1
1,99000,5,10568.5667,0
1,60532,1,20901.6,0
1,36101,1,6366.9001,1
1,35000,1,4230.3334,0
1,115307,1,20756.4334,2
1,189700,1,17474.6888,0
1,45000,1,4356.8334,0
1,20410,1,5058.3333,0
1,50000,1,6779.9667,4
1,106000,1,9405.6666,3
1,14588,1,2704.2001,0
1,37626,1,3216.3333,0
1,81800,1,9756.7333,3
1,78000,1,8319.1667,4
1,21782,1,2514.3333,0
1,17562,1,3837.3333,0
1,42826,1,7088.6667,0
1,24000,1,2770.3333,0
1,207000,1,22121.3334,0
1,254011,1,14830.1667,0
1,13608,2,2298,0
2,76688,1,8359,0
1,17826,1,1516,0
1,84000,1,8702.8333,2
1,12972,2,4361.1667,0
1,60000,1,5480.1667,0
1,429384,6,35794.0207,1
1,40000,1,4333.6667,0
1,220000,1,11746.3554,0
1,31200,1,3219.3335,0
1,3252,1,4303.3333,0
1,155000,1,11828.0334,0
1,24041,1,12925.2666,0
2,154346,1,22727.8333,0
1,34500,1,4248.5,0
1,372184,1,24929.0221,3
1,34000,1,4912.9667,0
1,45626,1,7681.6667,0
1,16032,1,3442,0
1,83773,1,8686.3333,0
1,87000,1,10797.6,0
1,70000,1,4822.5,0
1,508084,1,33086.0443,0
1,35418,1,4865.3999,0
1,8750,4,3765,0
1,18386,1,3691.0666,0
1,178155,1,16479.6668,3
1,80010,1,7736,0
1,21148,1,6212,0
1,67000,1,5878.3667,0
1,343084,1,17090.5221,0
1,46000,1,5479.8333,0
1,120040,1,15487.3333,0
1,16266,1,2710.3333,0
1,16830,1,4319.3333,0
1,99512,1,42487.5001,0
1,124574,1,16819.8333,0
1,220000,1,24289.3334,3
1,39886,1,9755.8333,2
1,185000,1,21798.5001,2
1,66648,1,13314.6667,2
1,47000,1,8885.6668,1
1,477084,1,23818.3554,3
1,85000,1,10611.3335,0
1,44000,1,4224.3333,1
1,16026,2,3974,0
1,74450,1,7896.6667,0
1,221301,1,40152,2
1,10840,1,13920.3333,1
1,4800,2,3267.0666,1
1,15064,1,3534,0
1,50020,1,4562.8333,0
1,160400,1,12133.1888,0
1,6600,1,1326.6667,0
1,120881,1,17884.1666,2
1,114800,4,17656.5222,0
1,405384,1,11934,0
1,12000,3,7229.7334,0
1,19728,2,10542.1667,0
1,162700,1,16172.3334,2
1,43000,1,7006.6002,0
1,15000,6,10044.5001,0
1,54000,1,7004.8333,0
1,42993,1,4036.6667,0
2,44400,1,5071.5,0
1,225000,1,18357.4555,1
1,29200,1,4022.3334,0
1,155000,1,8252.3334,0
1,10704,1,2606.6667,0
1,3252,1,10423.6667,0
